month,station,revenue,opex,is_election_year,political_window,major_sports_event
2022-12-01,ST03,12.295407130758235,8.705240615970343,1,0,0
2023-01-01,ST03,14.707603800683799,10.853095653396558,0,0,1
2023-02-01,ST03,14.529082735172308,10.334299791284609,0,0,1
2023-03-01,ST03,13.550243381920003,10.168856305914778,0,0,0
2023-04-01,ST03,15.109744463925367,10.851955823554894,0,0,0
2023-05-01,ST03,15.133879338114411,10.95841174878901,0,0,0
2023-06-01,ST03,15.30334249308659,11.34685669409374,0,0,0
2023-07-01,ST03,15.734744487391088,11.330885914886988,0,0,0
2023-08-01,ST03,16.077319914413824,11.315832942941498,0,0,1
2023-09-01,ST03,14.006998390973756,10.03826194824833,0,0,0
2023-10-01,ST03,13.070286587266917,9.380873134495298,0,0,0
2023-11-01,ST03,12.587166836447377,8.793804066000177,0,0,0
2023-12-01,ST03,12.40075252757961,8.861102916750275,0,0,0
2024-01-01,ST03,11.750423937292442,8.314309469637678,1,0,0
2024-02-01,ST03,13.356058203227223,9.770154526165802,1,0,0
2024-03-01,ST03,13.527215624947054,9.722467882968681,1,0,0
2024-04-01,ST03,14.142773197558387,10.100406319119251,1,0,0
2024-05-01,ST03,15.376568921968406,11.020562134526822,1,0,0
2024-06-01,ST03,15.676045081498248,11.309353500340489,1,0,0
2024-07-01,ST03,15.099994831367157,10.979161543267237,1,0,0
2024-08-01,ST03,15.184917680074372,10.688300160224554,1,0,0
2024-09-01,ST03,20.731760639561525,14.58011942075727,1,1,0
2024-10-01,ST03,19.867786763750374,14.585043404109973,1,1,0
2024-11-01,ST03,18.883050838294285,13.450653148992826,1,1,0
2024-12-01,ST03,12.310003415515611,8.590955770696166,1,0,0
2025-01-01,ST03,12.664521013296396,9.176862881566189,0,0,0
2025-02-01,ST03,12.78383386393579,9.266909789430235,0,0,0
2025-03-01,ST03,15.621422363945422,10.87638957336205,0,0,1
2025-04-01,ST03,16.272704193152947,11.74129489657982,0,0,1
2025-05-01,ST03,14.62700074812362,10.660203829771405,0,0,0
2025-06-01,ST03,16.2582528968287,11.764709652192456,0,0,1
2025-07-01,ST03,15.518691628420266,11.28697586427812,0,0,0
2025-08-01,ST03,14.816158804923054,10.342637705289158,0,0,0
2025-09-01,ST03,14.034924158826836,10.147137492642882,0,0,0
2025-10-01,ST03,13.230123980736437,9.444848130281919,0,0,0
2025-11-01,ST03,12.714990282295513,9.044191868916698,0,0,0
2025-12-01,ST03,12.762623327158842,9.326184480807576,0,0,0
2017-01-01,ST04,13.186921738383143,8.67628465622511,0,0,0
2017-02-01,ST04,13.86356752241941,8.87486166159243,0,0,0
2017-03-01,ST04,14.753206326603177,9.502191570938061,0,0,0
2017-04-01,ST04,14.930722195902984,9.514673489944395,0,0,0
2017-05-01,ST04,16.459926707008528,10.076687325403636,0,0,0
2017-06-01,ST04,15.731737859732927,9.889970787338092,0,0,0
2017-07-01,ST04,15.819359985331573,9.856570468330979,0,0,0
2017-08-01,ST04,16.211638383683823,10.008933917446509,0,0,0
2017-09-01,ST04,15.128707644312984,9.546595573030809,0,0,0
2017-10-01,ST04,14.527943671269131,9.640916066030075,0,0,0
2017-11-01,ST04,13.183543203585803,8.515331966480247,0,0,0
2017-12-01,ST04,13.71161364991944,9.093092561671902,0,0,1
2018-01-01,ST04,14.363573748693085,9.362099288407464,1,0,1
2018-02-01,ST04,14.094515852283001,9.254443626607566,1,0,0
2018-03-01,ST04,15.02225700239235,9.53661647288117,1,0,0
2018-04-01,ST04,16.468251649852746,10.757971050052099,1,0,0
2018-05-01,ST04,17.81691989031429,11.686166071151629,1,0,1
2018-06-01,ST04,17.09258333992212,10.922586199291182,1,0,0
2018-07-01,ST04,16.217780033810296,10.601811896013546,1,0,0
2018-08-01,ST04,16.3064738004115,10.661193884947423,1,0,0
2018-09-01,ST04,20.694682689338777,13.23166717881523,1,1,0
2018-10-01,ST04,19.17810558750752,12.119867618821942,1,1,0
2018-11-01,ST04,18.53922730352606,11.701411421168128,1,1,0
2018-12-01,ST04,14.527570882289153,9.408043296258871,1,0,1
2019-01-01,ST04,13.661152739835698,8.889432705212858,0,0,0
2019-02-01,ST04,16.44539262775356,10.463112413694605,0,0,1
2019-03-01,ST04,15.401129713923783,9.961827348116184,0,0,0
2019-04-01,ST04,16.294088017506674,10.654012333487879,0,0,0
2019-05-01,ST04,16.058359416888827,10.509773666967886,0,0,0
2019-06-01,ST04,16.96160306058864,11.30568747291088,0,0,0
2019-07-01,ST04,17.085379762580462,11.32746305065043,0,0,0
2019-08-01,ST04,16.23564857403938,10.285841969696435,0,0,0
2019-09-01,ST04,16.326573668957426,10.910213885321062,0,0,0
2019-10-01,ST04,14.699086935105928,9.401762315200013,0,0,0
2019-11-01,ST04,14.66191831303617,9.676727095237487,0,0,0
2019-12-01,ST04,13.922468848500293,9.012846072717885,0,0,0
2020-01-01,ST04,14.200819687498,9.104880894115949,1,0,0
2020-02-01,ST04,14.87658150067952,9.269715375727895,1,0,0
2020-03-01,ST04,15.908567762049806,10.24929291838223,1,0,0
2020-04-01,ST04,17.77331709170518,11.131757191925136,1,0,0
2020-05-01,ST04,17.86848953002136,11.775111669741378,1,0,1
2020-06-01,ST04,16.86687445429616,11.234894555516478,1,0,0
2020-07-01,ST04,17.44020732297681,11.095058180541983,1,0,0
2020-08-01,ST04,17.07176827741168,11.103223427708077,1,0,0
2020-09-01,ST04,22.278470947680653,14.193651382140034,1,1,0
2020-10-01,ST04,20.892521409860755,13.336838245353627,1,1,0
2020-11-01,ST04,19.589811793223777,12.860606354133179,1,1,0
2020-12-01,ST04,14.738766744146089,9.520984398866666,1,0,0
2021-01-01,ST04,15.048316874315642,10.066928158398452,0,0,0
2021-02-01,ST04,15.433474522170057,9.881214738195235,0,0,0
2021-03-01,ST04,16.83943016056471,11.103949735766871,0,0,0
2021-04-01,ST04,17.531636313325926,11.355946235953837,0,0,0
2021-05-01,ST04,17.84651570522687,11.721052916451754,0,0,0
2021-06-01,ST04,18.846017888316407,12.074627484888193,0,0,0
2021-07-01,ST04,18.297434183779487,11.81721381507129,0,0,0
2021-08-01,ST04,17.552643251192187,11.321233062578663,0,0,0
2021-09-01,ST04,17.330153655471072,11.016273013645622,0,0,0
2021-10-01,ST04,14.487265431898448,9.489755394888325,0,0,0
2021-11-01,ST04,14.305244450745745,9.368335597344144,0,0,0
2021-12-01,ST04,14.182630827571101,9.27764101109299,0,0,0
2022-01-01,ST04,14.845810062712912,9.892551422405644,1,0,0
2022-02-01,ST04,15.66058877496089,10.41773979464756,1,0,0
2022-03-01,ST04,16.06586625918812,10.308387193928336,1,0,0
2022-04-01,ST04,17.34865852628107,11.299253127574461,1,0,0
2022-05-01,ST04,18.17819167168578,11.605281158806841,1,0,0
2022-06-01,ST04,20.373655567810385,13.177327813641888,1,0,0
2022-07-01,ST04,19.75792342924144,12.619903127511806,1,0,0
2022-08-01,ST04,17.816711310253634,11.891364906338971,1,0,0
2022-09-01,ST04,23.009468605814092,14.983379271806585,1,1,0
2022-10-01,ST04,21.298776288610576,13.709206238362668,1,1,0
2022-11-01,ST04,19.999533136642405,13.237965887782332,1,1,0
2022-12-01,ST04,15.058174931613204,9.312208742848616,1,0,0
2023-01-01,ST04,16.228885942641806,10.069036165779048,0,0,1
2023-02-01,ST04,16.172263056714513,10.621466986036943,0,0,0
2023-03-01,ST04,16.45690324712124,10.651937184647114,0,0,0
2023-04-01,ST04,17.944814576481733,11.65908504038697,0,0,0
2023-05-01,ST04,20.83059476313706,13.109337525468563,0,0,1
2023-06-01,ST04,19.704112654891897,12.732409718406213,0,0,0
2023-07-01,ST04,21.077849980082537,14.172436940962621,0,0,1
2023-08-01,ST04,17.793204220605027,11.692578197089462,0,0,0
2023-09-01,ST04,17.965918598680062,11.65404149089077,0,0,0
2023-10-01,ST04,16.105657376754927,10.320568381098447,0,0,0
2023-11-01,ST04,16.06439325379043,10.303365170249585,0,0,0
2023-12-01,ST04,15.511014292182148,9.600557964443382,0,0,0
2024-01-01,ST04,15.179979157741075,9.864131235327516,1,0,0
2024-02-01,ST04,16.488038582823535,10.839442471395998,1,0,0
2024-03-01,ST04,17.94130247035336,11.23320318811753,1,0,0
2024-04-01,ST04,20.750143120399002,13.237114987661814,1,0,1
2024-05-01,ST04,21.211504216701943,13.395386190949548,1,0,1
2024-06-01,ST04,20.924503276981383,13.266116226019946,1,0,0
2024-07-01,ST04,20.357614745423717,13.174882617589233,1,0,0
2024-08-01,ST04,18.86835143974276,11.689513573364469,1,0,0
2024-09-01,ST04,24.851184522932215,16.26318666964591,1,1,0
2024-10-01,ST04,25.40468835634445,16.67126206551186,1,1,1
2024-11-01,ST04,22.95095652213311,14.762836901132,1,1,0
2024-12-01,ST04,15.334250773070748,9.421457418950556,1,0,0
2025-01-01,ST04,15.794409586963331,10.007296993546007,0,0,0
